name,address,city,state,zip,country,phone,lat,lng,url
"Wisconsin Rapids Health Center","1355 South 8th Street","Wisconsin Rapids","WI","54494","US","715-423-9610","44.38021849999999","-89.8170703","https://www.plannedparenthood.org/health-center/wisconsin/wisconsin-rapids/54494/wisconsin-rapids-health-center-2697-91860"
"Mulberry Health Center (formerly known as Chubb)","240 Mulberry Street","Newark","NJ","7102","US","973-622-3900","40.7231264","-74.1416127","https://www.plannedparenthood.org/health-center/new-jersey/newark/07102/mulberry-health-center-formerly-known-as-chubb-4225-90920"
"Desert Sky Health Center","2020 N. 75th Avenue, Suite 11","Phoenix","AZ","85035","US","602-277-7526","33.4697547","-112.22230960000002","https://www.plannedparenthood.org/health-center/arizona/phoenix/85035/desert-sky-health-center-2750-90030"
"Addison Health Center","5290 Beltline Road #134","Addison","TX","75254","US","972-991-1424","32.9532639","-96.816666","https://www.plannedparenthood.org/health-center/texas/addison/75254/addison-health-center-2157-91620"
"Mesquite Health Center","1220 North Town East Blvd. #240","Mesquite","TX","75150","US","972-613-0915","32.8098577","-96.6128434","https://www.plannedparenthood.org/health-center/texas/mesquite/75150/mesquite-health-center-2159-91620"
"Bedford Health Center","2824 Central Drive","Bedford","TX","76021","US","817-545-0077","32.851344600000004","-97.12973","https://www.plannedparenthood.org/health-center/texas/bedford/76021/bedford-health-center-2242-91620"
"Denver Southeast (Glendale)","6310 E Exposition Ave.","Denver","CO","80224","US","303-320-1630","39.7035713","-104.9148008","https://www.plannedparenthood.org/health-center/colorado/denver/80224/denver-southeast-glendale-2491-90210"
"North Dallas Shelburne Health Center","9100 N. Central Expwy, #169","Dallas","TX","75231","US","214-368-1485","32.8730585","-96.76781029999998","https://www.plannedparenthood.org/health-center/texas/dallas/75231/north-dallas-shelburne-health-center-2521-91620"
"St. Cloud Health Center","451 E. St. Germain St, Suite 100","Saint Cloud","MN","56304","US","320-252-9504","45.5661222","-94.1503675","https://www.plannedparenthood.org/health-center/minnesota/saint-cloud/56304/st-cloud-health-center-2609-90720"
"Ithaca Health Center","620 West Seneca Street","Ithaca","NY","14850","US","607-273-1513","42.4400916","-76.5096744","https://www.plannedparenthood.org/health-center/new-york/ithaca/14850/ithaca-health-center-3333-91110"
"The Elizabeth Blackwell Health Center (tm) at Locust Street.","1144 Locust Street","Philadelphia","PA","19107","US","215-351-5560","39.9476224","-75.1606336","https://www.plannedparenthood.org/health-center/pennsylvania/philadelphia/19107/the-elizabeth-blackwell-health-center-tm-at-locust-street-3361-91460"
"Southwest Fort Worth Health Center","6464 John Ryan Drive - Suite B","Fort Worth","TX","76132","US","817-276-8063","32.6551962","-97.42075590000002","https://www.plannedparenthood.org/health-center/texas/fort-worth/76132/southwest-fort-worth-health-center-4101-91620"
"Planned Parenthood - Southeast","7022 S. New Braunfels Ave","San Antonio","TX","78223","US","210-333-5454","29.3575706","-98.4480275","https://www.plannedparenthood.org/health-center/texas/san-antonio/78223/planned-parenthood-southeast-2966-91710"
"Pittsburgh Family Planning Health Center","933 Liberty Avenue","Pittsburgh","PA","15222","US","412-434-8971","40.4434897","-79.9968471","https://www.plannedparenthood.org/health-center/pennsylvania/pittsburgh/15222/pittsburgh-family-planning-health-center-3358-91470"
"Susan Knapp Health Center","2304 University Avenue","Des Moines","IA","50311","US","877-811-7526","41.6002113","-93.6485275","https://www.plannedparenthood.org/health-center/iowa/des-moines/50311/susan-knapp-health-center-3385-90380"
"Medford Health Center","125 South Central","Medford","OR","97501","US","541-344-9411","42.32542219999999","-122.870782","https://www.plannedparenthood.org/health-center/oregon/medford/97501/medford-health-center-2367-91380"
"Brooklyn Park Health Center","7532 Brooklyn Blvd.","Brooklyn Park","MN","55443","US","763-560-3050","45.09207929999999","-93.3516079","https://www.plannedparenthood.org/health-center/minnesota/brooklyn-park/55443/brooklyn-park-health-center-2671-90720"
"Newport Health Center","79 Coventry Street","Newport","VT","5855","US","802-334-5822","44.93527199999999","-72.206947","https://www.plannedparenthood.org/health-center/vermont/newport/05855/newport-health-center-2657-91770"
"Durham Health Center","105 Newsom Street, Ste. 101","Durham","NC","27704","US","919-286-2872","36.0407824","-78.90032","https://www.plannedparenthood.org/health-center/north-carolina/durham/27704/durham-health-center-4171-90860"
"Detroit Corktown Satellite Health Center","1726 Howard Street","Detroit","MI","48216","US","734-619-7580","42.3250246","-83.0665487","https://www.plannedparenthood.org/health-center/michigan/detroit/48216/detroit-corktown-satellite-health-center-4515-90630"
"Tyler Health Center","601 Turtle Creek Drive","Tyler","TX","75701","US","903-581-8277","32.340557","-95.2946662","https://www.plannedparenthood.org/health-center/texas/tyler/75701/tyler-health-center-2213-91620"
"Arlington Health Center","3701 South Cooper Street #235","Arlington","TX","76015","US","817-472-8196","32.685579","-97.1304267","https://www.plannedparenthood.org/health-center/texas/arlington/76015/arlington-health-center-2244-91620"
"Eastside-Bellevue Health Center","14730 NE 8th St.","Bellevue","WA","98007","US","800-769-0045","47.6175496","-122.14427980000002","https://www.plannedparenthood.org/health-center/washington/bellevue/98007/eastside-bellevue-health-center-4151-91810"
"Salida","233 E. 2nd St","Salida","CO","81201","US","719-539-7291","38.53427549999999","-105.9909387","https://www.plannedparenthood.org/health-center/colorado/salida/81201/salida-2277-90210"
"Hornell Health Center","111 Seneca Street","Hornell","NY","14843","US","607-324-1124","42.3321619","-77.660698","https://www.plannedparenthood.org/health-center/new-york/hornell/14843/hornell-health-center-2347-91110"
"Springfield Health Center","626 E Battlefield St.","Springfield","MO","65807","US","417-883-3800","37.159477","-93.28755800000002","https://www.plannedparenthood.org/health-center/missouri/springfield/65807/springfield-health-center-2428-90770"
"Mar Monte Community Clinic","2470 Alvin Ave","San Jose","CA","95121","US","408-274-7100","37.31971440000001","-121.8267894","https://www.plannedparenthood.org/health-center/california/san-jose/95121/mar-monte-community-clinic-2437-90130"
"Planned Parenthood Missoula","219 East Main Street","Missoula","MT","59802","US","406-728-5490","46.870217100000005","-113.992229","https://www.plannedparenthood.org/health-center/montana/missoula/59802/planned-parenthood-missoula-2440-90790"
"Hyde Park Health Center","213 Main St.","Hyde Park","VT","5655","US","802-888-3077","44.5930572","-72.6160612","https://www.plannedparenthood.org/health-center/vermont/hyde-park/05655/hyde-park-health-center-2647-91770"
"St. Albans Health Center","80 Fairfield Street","Saint Albans","VT","5478","US","802-527-1727","44.808401","-73.07826","https://www.plannedparenthood.org/health-center/vermont/saint-albans/05478/st-albans-health-center-2653-91770"
"Middlebury Health Center","1330 Exchange Street","Middlebury","VT","5753","US","802-388-2765","44.0354429","-73.16518510000003","https://www.plannedparenthood.org/health-center/vermont/middlebury/05753/middlebury-health-center-2656-91770"
"Peoria Health Center","1007 S. Peoria Ave.","Tulsa","OK","74120","US","918-858-4661","36.14880580000001","-95.9752854","https://www.plannedparenthood.org/health-center/oklahoma/tulsa/74120/peoria-health-center-2416-90740"
"West County Health Center","#1 Stonegate Center","Manchester","MO","63088","US","636-431-0030","38.5663247","-90.4954463","https://www.plannedparenthood.org/health-center/missouri/manchester/63088/west-county-health-center-2708-90770"
"Milwaukee-Northwest Health Center","5380 W Fond du Lac Avenue","Milwaukee","WI","53216","US","414-536-6690","43.0937507","-87.9804653","https://www.plannedparenthood.org/health-center/wisconsin/milwaukee/53216/milwaukee-northwest-health-center-2823-91860"
"Midtown Health Center","3750 N Meridian St., #100","Indianapolis","IN","46208","US","317-205-8088","39.823937","-86.15725499999999","https://www.plannedparenthood.org/health-center/indiana/indianapolis/46208/midtown-health-center-2867-91810"
"South Grand Health Center","3401 South Grand","Saint Louis","MO","63118","US","314-865-1850","38.5958748","-90.2436096","https://www.plannedparenthood.org/health-center/missouri/saint-louis/63118/south-grand-health-center-2887-90770"
"Costa Mesa Health Center","1520 Nutmeg Place Suite 101","Costa Mesa","CA","92626","US","714-922-4100","33.6826003","-117.92036910000002","https://www.plannedparenthood.org/health-center/california/costa-mesa/92626/costa-mesa-health-center-2286-90160"
"Moses Lake Health Center","920 W Ivy","Moses Lake","WA","98837","US","866-904-7721","47.12393609999999","-119.2896121","https://www.plannedparenthood.org/health-center/washington/moses-lake/98837/moses-lake-health-center-4202-91850"
"Willmar Health Center","2320 E. Highway 12, Suite 6","Willmar","MN","56201","US","320-235-9150","45.1216458","-95.0747567","https://www.plannedparenthood.org/health-center/minnesota/willmar/56201/willmar-health-center-2859-90720"
"Oneida Center","603 Seneca Street, Suite 5","Oneida","NY","13421","US","315-363-3950","43.0775075","-75.6516094","https://www.plannedparenthood.org/health-center/new-york/oneida/13421/oneida-center-2883-91110"
"Racine Health Center","834 S Main Street","Racine","WI","53403","US","262-634-2060","42.723398","-87.782976","https://www.plannedparenthood.org/health-center/wisconsin/racine/53403/racine-health-center-2904-91860"
"Apple Valley Health Center","15322 Galaxie Avenue, Suite 105","Apple Valley","MN","55124","US","952-890-0940","44.7268274","-93.2070762","https://www.plannedparenthood.org/health-center/minnesota/apple-valley/55124/apple-valley-health-center-3091-90720"
"Cedar Hill Health Center","140 W FM 1382, Ste 160","Cedar Hill","TX","75104","US","972-709-0081","32.5994022","-96.9440761","https://www.plannedparenthood.org/health-center/texas/cedar-hill/75104/cedar-hill-health-center-2160-91620"
"Denton Health Center","2436 S Interstate 35 #340","Denton","TX","76205","US","940-891-0737","33.1789661","-97.0977267","https://www.plannedparenthood.org/health-center/texas/denton/76205/denton-health-center-2190-91620"
"Joplin Health Center","710 Illinois Ave","Joplin","MO","64801","US","417-781-6500","37.0832836","-94.5028379","https://www.plannedparenthood.org/health-center/missouri/joplin/64801/joplin-health-center-2429-90770"
"Northville Health Center","9919 North Freeway Service Road, Suite 107","Houston","TX","77037","US","713-514-1106","29.8927547","-95.3991907","https://www.plannedparenthood.org/health-center/texas/houston/77037/northville-health-center-2494-91650"
"Castor Ave. Health Center","8210 Castor Ave","Philadelphia","PA","19152","US","215-745-5966","40.0649399","-75.053555","https://www.plannedparenthood.org/health-center/pennsylvania/philadelphia/19152/castor-ave-health-center-2512-91460"
"Springfield Health Center","1061 North Bechtle Avenue","Springfield","OH","45504","US","937-325-7349","39.9388142","-83.8354664","https://www.plannedparenthood.org/health-center/ohio/springfield/45504/springfield-health-center-2565-91260"
"Brattleboro Health Center","6 High St.","Brattleboro","VT","5301","US","802-257-0534","42.8531225","-72.5588141","https://www.plannedparenthood.org/health-center/vermont/brattleboro/05301/brattleboro-health-center-2658-91770"
"Salt Lake Health Center","654 South 900 East","Salt Lake City","UT","84102","US","801-322-5571","40.7549418","-111.8658411","https://www.plannedparenthood.org/health-center/utah/salt-lake-city/84102/salt-lake-health-center-3567-91730"
"St. Paul Health Center - Vandalia","671 Vandalia St.","Saint Paul","MN","55114","US","651-698-2406","44.960309900000006","-93.1902279","https://www.plannedparenthood.org/health-center/minnesota/saint-paul/55114/st-paul-health-center-vandalia-4055-90720"
"Michigan City Health Center","2424 Franklin Street","Michigan City","IN","46360","US","317-205-8088","41.701966","-86.893835","https://www.plannedparenthood.org/health-center/indiana/michigan-city/46360/michigan-city-health-center-2921-91810"
"Duluth Health Center","1001 East Central Entrance, Suite 200","Duluth","MN","55811","US","218-722-0833","46.7995208","-92.1136513","https://www.plannedparenthood.org/health-center/minnesota/duluth/55811/duluth-health-center-2929-90720"
"Cleveland Health Center","7997 Euclid Ave","Cleveland","OH","44103","US","216-851-1880","41.504813","-81.632467","https://www.plannedparenthood.org/health-center/ohio/cleveland/44103/cleveland-health-center-3966-91230"
"Green Bay Health Center","2605 S. Oneida Street","Green Bay","WI","54304","US","920-432-0031","44.4798951","-88.0706356","https://www.plannedparenthood.org/health-center/wisconsin/green-bay/54304/green-bay-health-center-4024-91860"
"Central Phoenix Health Center","4751  N 15th Street","Phoenix","AZ","85014","US","602-277-7526","33.5071474","-112.0494006","https://www.plannedparenthood.org/health-center/arizona/phoenix/85014/central-phoenix-health-center-4200-90030"
"Southwest Health Center","5800 Bellaire Blvd. Building 1B, Suite 120","Houston","TX","77081","US","713-541-5372","29.706202399999995","-95.4835013","https://www.plannedparenthood.org/health-center/texas/houston/77081/southwest-health-center-2293-91650"
"Hamilton Health Center","11 Ludlow Street","Hamilton","OH","45011","US","513-856-8332","39.3984495","-84.5655533","https://www.plannedparenthood.org/health-center/ohio/hamilton/45011/hamilton-health-center-2389-91260"
"Downtown Austin Health Center","1823 E 7th Street","Austin","TX","78702","US","512-477-5846","30.2624144","-97.7224266","https://www.plannedparenthood.org/health-center/texas/austin/78702/downtown-austin-health-center-2396-91620"
"Roseland Health Center","11250 S Halsted St.","Chicago","IL","60628","US","877-200-7745","41.6888809","-87.64266089999998","https://www.plannedparenthood.org/health-center/illinois/chicago/60628/roseland-health-center-2263-90430"
"Quakertown Health Center","401 West Broad Street","Quakertown","PA","18951","US","215-536-2684","40.4417086","-75.3392954","https://www.plannedparenthood.org/health-center/pennsylvania/quakertown/18951/quakertown-health-center-2515-91410"
"Manteca Health Center","965 E. Yosemite Avenue Suite #2","Manteca","CA","95336","US","209-239-2528","37.797723","-121.20348230000002","https://www.plannedparenthood.org/health-center/california/manteca/95336/manteca-health-center-2530-90130"
"South Jordan Health Center","1091 West South Jordan Parkway (106th South), Suite 100","South Jordan","UT","84095","US","801-254-2052","40.5603164","-111.9213521","https://www.plannedparenthood.org/health-center/utah/south-jordan/84095/south-jordan-health-center-3442-91730"
"Spring Health Center","4747 Louetta Road","Spring","TX","77388","US","713-514-1102","30.0416604","-95.48624049999998","https://www.plannedparenthood.org/health-center/texas/spring/77388/spring-health-center-4097-91650"
"Richfield Health Center","6527 Lyndale Avenue South","Richfield","MN","55423","US","612-874-1420","44.8839147","-93.2846571","https://www.plannedparenthood.org/health-center/minnesota/richfield/55423/richfield-health-center-4138-90720"
"Gainesville Health Center","914 NW 13th Street","Gainesville","FL","32601","US","352-377-0881","29.66071","-82.339605","https://www.plannedparenthood.org/health-center/florida/gainesville/32601/gainesville-health-center-2155-90320"
"Southeast Fort Worth Health Center","3863 Miller Ave.","Fort Worth","TX","76119","US","817-536-4942","32.706065","-97.262514","https://www.plannedparenthood.org/health-center/texas/fort-worth/76119/southeast-fort-worth-health-center-2243-91620"
"Tampa Health Center","8068 North 56th Street","Tampa","FL","33617","US","813-980-3555","28.021792","-82.3940066","https://www.plannedparenthood.org/health-center/florida/tampa/33617/tampa-health-center-2247-90300"
"Victorville Health Center","15403 Park Ave. E.","Victorville","CA","92392","US","909-890-5511","34.50666140000001","-117.3237722","https://www.plannedparenthood.org/health-center/california/victorville/92392/victorville-health-center-4082-90160"
"Aurora Health Center","3051 E. New York St.","Aurora","IL","60504","US","630-585-0500","41.7581522","-88.2392652","https://www.plannedparenthood.org/health-center/illinois/aurora/60504/aurora-health-center-3483-90430"
"Austin Health Center","5937 W Chicago Ave.","Chicago","IL","60651","US","773-287-2020","41.8945439","-87.77381540000002","https://www.plannedparenthood.org/health-center/illinois/chicago/60651/austin-health-center-2265-90430"
"Sunnyside Health Center","2934 Covey Ln","Sunnyside","WA","98944","US","866-904-7721","46.3090311","-119.9814292","https://www.plannedparenthood.org/health-center/washington/sunnyside/98944/sunnyside-health-center-2403-91850"
"Logan Health Center","550 N Main #17","Logan","UT","84321","US","435-753-0724","41.74201539999999","-111.83417649999998","https://www.plannedparenthood.org/health-center/utah/logan/84321/logan-health-center-2420-91730"
"University District Health Center","5020 Roosevelt Way NE","Seattle","WA","98105","US","800-769-0045","47.6655991","-122.3171088","https://www.plannedparenthood.org/health-center/washington/seattle/98105/university-district-health-center-2532-91810"
"Franklinton Health Center","1511 West Broad Street","Columbus","OH","43222","US","614-222-3525","39.9567051","-83.0400706","https://www.plannedparenthood.org/health-center/ohio/columbus/43222/franklinton-health-center-2718-91230"
"Owings Mills Health Center","1866 Reistertown Road, Suite D","Pikesville","MD","21208","US","410-576-1414","39.3901814","-76.7415615","https://www.plannedparenthood.org/health-center/maryland/pikesville/21208/owings-mills-health-center-2833-90620"
"Hammond Health Center","7131 Indianapolis Blvd.","Hammond","IN","46324","US","317-205-8088","41.5836491","-87.48065139999999","https://www.plannedparenthood.org/health-center/indiana/hammond/46324/hammond-health-center-2922-91810"
"Athens Health Center","1005 East State Street","Athens","OH","45701","US","740-593-6979","39.3347954","-82.05463859999999","https://www.plannedparenthood.org/health-center/ohio/athens/45701/athens-health-center-2974-91230"
"West Chester Health Center","8 S Wayne Street","West Chester","PA","19382","US","610-692-1770","39.9566465","-75.6103587","https://www.plannedparenthood.org/health-center/pennsylvania/west-chester/19382/west-chester-health-center-3356-91460"
"Milwaukee - Mitchell Street Health Center","1710 South 7th Street Suite 300","Milwaukee","WI","53204","US","414-645-8383","43.0119916","-87.9196442","https://www.plannedparenthood.org/health-center/wisconsin/milwaukee/53204/milwaukee-mitchell-street-health-center-3490-91860"
"Visalia Health Center","211 N. Stevenson Street","Visalia","CA","93291","US","877-855-7526","36.331717","-119.300189","https://www.plannedparenthood.org/health-center/california/visalia/93291/visalia-health-center-4021-90130"
"Olympia Health Center","402 Legion Way, Suite 201","Olympia","WA","98501","US","800-769-0045","47.0437201","-122.8975107","https://www.plannedparenthood.org/health-center/washington/olympia/98501/olympia-health-center-2460-91810"
"Eugene-Springfield Health Center","3579 Franklin Blvd","Eugene","OR","97403","US","541-344-9411","44.0449723","-123.040873","https://www.plannedparenthood.org/health-center/oregon/eugene/97403/eugene-springfield-health-center-4075-91380"
"Niagara Falls Office","750 Portage Road","Niagara Falls","NY","14301","US","866-600-6886","43.0957608","-79.05020659999998","https://www.plannedparenthood.org/health-center/new-york/niagara-falls/14301/niagara-falls-office-2976-91040"
"Santa Fe","730 St. Michael's Drive, Suite 4B","Santa Fe","NM","87505","US","505-982-3684","35.659298","-105.9600624","https://www.plannedparenthood.org/health-center/new-mexico/santa-fe/87505/santa-fe-2801-90210"
"Cobb Center","220 Cobb Parkway North, Suite 500","Marietta","GA","30062","US","404-688-9300","33.9558023","-84.5224992","https://www.plannedparenthood.org/health-center/georgia/marietta/30062/cobb-center-2270-90330"
"Topsham Health Center","4 Bowdoin Mill Island","Topsham","ME","4086","US","207-725-8264","43.92241589999999","-69.9644604","https://www.plannedparenthood.org/health-center/maine/topsham/04086/topsham-health-center-2941-91770"
"Shrewsbury Center","69 East Newman Springs Road","Shrewsbury","NJ","7702","US","732-842-9300","40.3377597","-74.0665083","https://www.plannedparenthood.org/health-center/new-jersey/shrewsbury/07702/shrewsbury-center-3510-90900"
"Flemington Health Center","349 Rt 31 South","Flemington","NJ","8822","US","908-782-7727","40.5437849","-74.858136","https://www.plannedparenthood.org/health-center/new-jersey/flemington/08822/flemington-health-center-2596-90900"
"Elmira Health Center","755 E. Church Street","Elmira","NY","14901","US","607-734-3313","42.0941464","-76.79487719999999","https://www.plannedparenthood.org/health-center/new-york/elmira/14901/elmira-health-center-2349-91110"
"Rocky River Health Center","20800 Center Ridge Road #101","Rocky River","OH","44116","US","440-331-8744","41.4627799","-81.8508748","https://www.plannedparenthood.org/health-center/ohio/rocky-river/44116/rocky-river-health-center-2418-91230"
"Pekin Health Center","328 South Fourth Street","Pekin","IL","61554","US","309-347-1274","40.5659231","-89.6477662","https://www.plannedparenthood.org/health-center/illinois/pekin/61554/pekin-health-center-2480-90430"
"Appleton Central Health Center","508 W Wisconsin Ave, Suite A","Appleton","WI","54911","US","920-731-6304","44.273183","-88.4126899","https://www.plannedparenthood.org/health-center/wisconsin/appleton/54911/appleton-central-health-center-2578-91860"
"Southern Arizona Regional Health Center","2255 N. Wyatt Dr.","Tucson","AZ","85712","US","520-408-7526","32.24817999999999","-110.881799","https://www.plannedparenthood.org/health-center/arizona/tucson/85712/southern-arizona-regional-health-center-3261-90030"
"Anaheim Health Center","303 W. Lincoln Ave., #105","Anaheim","CA","92805","US","714-922-4100","33.8352657","-117.9180239","https://www.plannedparenthood.org/health-center/california/anaheim/92805/anaheim-health-center-2284-90160"
"Mission Viejo Health Center","26137 La Paz Rd., #200","Mission Viejo","CA","92691","US","714-922-4100","33.6010617","-117.6738644","https://www.plannedparenthood.org/health-center/california/mission-viejo/92691/mission-viejo-health-center-2288-90160"
"Santa Ana Health Center","1421 E. 17th St.","Santa Ana","CA","92705","US","714-922-4100","33.7602745","-117.8477951","https://www.plannedparenthood.org/health-center/california/santa-ana/92705/santa-ana-health-center-2287-90160"
"Westminster Health Center","14372 Beach Blvd.","Westminster","CA","92683","US","714-922-4100","33.7527758","-117.9889662","https://www.plannedparenthood.org/health-center/california/westminster/92683/westminster-health-center-2285-90160"
"Independence Health Center","815 N Noland Road","Independence","MO","64050","US","816-252-3800","39.09941659999999","-94.4124934","https://www.plannedparenthood.org/health-center/missouri/independence/64050/independence-health-center-2630-90740"
"Clifton Park Center","1673 Route 9","Clifton Park","NY","12065","US","518-383-1783","42.8602439","-73.7638401","https://www.plannedparenthood.org/health-center/new-york/clifton-park/12065/clifton-park-center-2781-91110"
"Bridgeville Health Center","533 Washington Pike Suite 203","Bridgeville","PA","15017","US","412-257-9880","40.3575424","-80.1125514","https://www.plannedparenthood.org/health-center/pennsylvania/bridgeville/15017/bridgeville-health-center-2828-91470"
"Planned Parenthood - Marbach Rd.","8725 Marbach Rd., Ste. 215","San Antonio","TX","78227","US","210-674-2222","29.418872","-98.656942","https://www.plannedparenthood.org/health-center/texas/san-antonio/78227/planned-parenthood-marbach-rd-2965-91710"
"Bensalem Medical Center","Centre Plaza Shopping Center","Bensalem","PA","19020","US","215-638-0629","40.1105","-74.9351","https://www.plannedparenthood.org/health-center/pennsylvania/bensalem/19020/bensalem-medical-center-2513-91410"
"Bluegrass Health Center","268 Southland Drive","Lexington","KY","40503","US","317-205-8088","38.014208","-84.522579","https://www.plannedparenthood.org/health-center/kentucky/lexington/40503/bluegrass-health-center-3291-91810"
"Central West End Health Center","4251 Forest Park Avenue","Saint Louis","MO","63108","US","314-531-7526","38.6370474","-90.25122720000002","https://www.plannedparenthood.org/health-center/missouri/saint-louis/63108/central-west-end-health-center-3301-90770"
"Sanford Health Center","886 Main Street, Ste. 200B","Sanford","ME","4073","US","207-324-9385","43.4405913","-70.7762708","https://www.plannedparenthood.org/health-center/maine/sanford/04073/sanford-health-center-2942-91770"
"Stafford Health Center - Family Planning","12614 Southwest Freeway, Suite A","Stafford","TX","77477","US","713-514-1100","29.6388285","-95.5831088","https://www.plannedparenthood.org/health-center/texas/stafford/77477/stafford-health-center-family-planning-4095-91650"
"Paris Health Center","1735 17th Street NE","Paris","TX","75460","US","903-784-1301","33.6771919","-95.5391009","https://www.plannedparenthood.org/health-center/texas/paris/75460/paris-health-center-2211-91620"
"Mansfield Health Center","384 Park Avenue W","Mansfield","OH","44906","US","419-525-3075","40.7591726","-82.52991690000002","https://www.plannedparenthood.org/health-center/ohio/mansfield/44906/mansfield-health-center-2424-91230"
"Sioux City Center","4409 Stone Avenue","Sioux City","IA","51106","US","877.811.7526","42.4795982","-96.3501484","https://www.plannedparenthood.org/health-center/iowa/sioux-city/51106/sioux-city-center-2297-90380"
"Denver Central","921 E 14th Ave","Denver","CO","80218","US","303-832-5069","39.7385875","-104.9757639","https://www.plannedparenthood.org/health-center/colorado/denver/80218/denver-central-2484-90210"
"Ventura Center","5400 Ralston Street","Ventura","CA","93003","US","888-898-3806","34.25948429999999","-119.217907","https://www.plannedparenthood.org/health-center/california/ventura/93003/ventura-center-2251-90170"
"Mankato Health Center","201 North Victory Drive, Suite 211, Belle Mar Mall","Mankato","MN","56001","US","507-387-5581","44.16479259999999","-93.9706733","https://www.plannedparenthood.org/health-center/minnesota/mankato/56001/mankato-health-center-2797-90720"
"Woodbury Health Center","1795 Radio Drive,  Suite D","Woodbury","MN","55125","US","651-696-5550","44.92404750000001","-92.9323266","https://www.plannedparenthood.org/health-center/minnesota/woodbury/55125/woodbury-health-center-3096-90720"
"Grants Pass Health Center","160 NW Franklin Blvd.","Grants Pass","OR","97526","US","541-344-9411","42.457022","-123.324549","https://www.plannedparenthood.org/health-center/oregon/grants-pass/97526/grants-pass-health-center-2371-91380"
"Planned Parenthood Great Falls","211 9th Street South","Great Falls","MT","59405","US","406-454-3431","47.502733","-111.29175","https://www.plannedparenthood.org/health-center/montana/great-falls/59405/planned-parenthood-great-falls-2442-90790"
"Minneapolis Health Center","1200 Lagoon Avenue","Minneapolis","MN","55408","US","612-823-6300","44.94958489999999","-93.2948363","https://www.plannedparenthood.org/health-center/minnesota/minneapolis/55408/minneapolis-health-center-2719-90720"
"Moon Township Health Center","935 Beaver Grade Road Suite 12","Moon Township","PA","15108","US","412-264-7205","40.511335","-80.21299409999999","https://www.plannedparenthood.org/health-center/pennsylvania/moon-township/15108/moon-township-health-center-2827-91470"
"Bemidji Health Center","2504 Hannah Ave NW","Bemidji","MN","56601","US","218-751-8683","47.4931349","-94.9061479","https://www.plannedparenthood.org/health-center/minnesota/bemidji/56601/bemidji-health-center-2927-90720"
"Charleston Health Center","1312 Ashley River Road","Charleston","SC","29407","US","843-628-4380","32.7980042","-79.99920420000001","https://www.plannedparenthood.org/health-center/south-carolina/charleston/29407/charleston-health-center-4288-90860"
"Planned Parenthood Basics, Lakewood","5519 E. Del Amo Blvd","Lakewood","CA","90713","US","800-576-5544","33.8475028","-118.12430460000002","https://www.plannedparenthood.org/health-center/california/lakewood/90713/planned-parenthood-basics-lakewood-3467-90070"
"Kendall Health Center","8900 SW 117th Avenue Unit 207-B","Miami","FL","33186","US","786-263-0001","25.6851992","-80.38513260000002","https://www.plannedparenthood.org/health-center/florida/miami/33186/kendall-health-center-2258-90320"
"Eden Prairie Health Center","582 Prairie Center Dr., Suite 215","Eden Prairie","MN","55344","US","952-653-4499","44.8528286","-93.42905779999998","https://www.plannedparenthood.org/health-center/minnesota/eden-prairie/55344/eden-prairie-health-center-3376-90720"
"Savannah Center","720 East 71st St","Savannah","GA","31405","US","912-351-0116","32.0371137","-81.1747498","https://www.plannedparenthood.org/health-center/georgia/savannah/31405/savannah-center-2207-90330"
"Bridgeport Center","4697 Main Street","Bridgeport","CT","6606","US","203-366-0664","41.2233179","-73.21886239999998","https://www.plannedparenthood.org/health-center/connecticut/bridgeport/06606/bridgeport-center-4275-90220"
"Ukiah Health Center","242-A Hospital Drive","Ukiah","CA","95482","US","707-462-4303","39.135471","-123.2087808","https://www.plannedparenthood.org/health-center/california/ukiah/95482/ukiah-health-center-4034-90200"
"Stafford Center for Choice - Abortion","12614 Southwest Freeway, Suite A","Stafford","TX","77477","US","713-514-1101","29.6388285","-95.5831088","https://www.plannedparenthood.org/health-center/texas/stafford/77477/stafford-center-for-choice-abortion-2294-91651"
"Milwaukee- Water Street Health Center","435 S. Water Street","Milwaukee","WI","53204","US","414-276-8777","43.0262839","-87.90594290000001","https://www.plannedparenthood.org/health-center/wisconsin/milwaukee/53204/milwaukee-water-street-health-center-4270-91860"
"Newton Health Center","8 Moran Street","Newton","NJ","7860","US","973-383-5218","41.05806419999999","-74.7513945","https://www.plannedparenthood.org/health-center/new-jersey/newton/07860/newton-health-center-2555-90900"
"Ashland Health Center","1532 Siskiyou Blvd.","Ashland","OR","97520","US","541-344-9411","42.1835715","-122.6884325","https://www.plannedparenthood.org/health-center/oregon/ashland/97520/ashland-health-center-2370-91380"
"Bellingham Health Center","1530 Ellis Street","Bellingham","WA","98225","US","360-734-9095","48.7504861","-122.4713124","https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91780"
"Napa Health Center","1735 Jefferson Street","Napa","CA","94559","US","707-252-8050","38.303513","-122.294663","https://www.plannedparenthood.org/health-center/california/napa/94559/napa-health-center-2702-90200"
"Redding Health Center","2935 Bechelli Lane","Redding","CA","96002","US","530-351-7100","40.5644972","-122.3623652","https://www.plannedparenthood.org/health-center/california/redding/96002/redding-health-center-2376-90200"
